user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
AmJPerinatology,,"The American Journal of Perinatology is an international, peer-reviewed, journal bridging the fields of obstetrics, neonatology, and perinatology.",2014-03-31 16:10:50,4683,119,25,False,2020-07-25 11:06:37,#Perinatal #COVID19 Infection Prevention: #Infographics for Patients and Providers https://t.co/QpRpmBFIOC #obgyn… https://t.co/0UKpnnLLnw,"['Perinatal', 'COVID19', 'Infographics', 'obgyn']",Hootsuite Inc.,False
Chris,,Unlocking unlimited potential daily! ⚡,2010-10-05 04:22:06,114,177,1361,False,2020-07-25 11:13:11,Here’s why it’s important to #Prevent #COVID19 infections with #masks and #SocialDistancing ... long term health ef… https://t.co/otYObgREGy,"['Prevent', 'COVID19', 'masks', 'SocialDistancing']",Twitter for iPhone,False
Marc Newton,Bradenton Fl,"Citizen of Earth, humanistic; support justice. Bringer of common sense.  A bit coarse.  Anti-NRA.  Support gun violence prevention.  Justice for George Floyd",2008-08-16 17:03:50,174,352,835,False,2020-07-25 11:31:38,"Answer: Idiots that don’t know the difference between “there, their, they’re” interpreting medical data. Question:… https://t.co/sYHBCiXPfq",,Twitter Web App,False
"Olly Hatch Esq,.","London, Europe","London born 'n bred. Urbanist, cyclist, Trustee of Beyond Food Foundation @BeyondBrigade & Tate Modern Volunteer Host.  Livin' the life - good food, Medoc, Art",2017-11-21 17:00:41,194,220,2562,False,2020-07-25 11:32:44,"@Theresa_Trog Well, technically he's wearing a mask isn't he?
Does that conform to #COVID19 rules?",['COVID19'],Twitter Web App,False
Billy Holiday,nj,,2010-10-31 11:34:11,830,724,73472,False,2020-07-25 11:54:54,SIGN @MOMSRISING'S LETTER to your Senator urging them to #savechildcare and extend and expand #paidleaveforall resp… https://t.co/K5M07UTrv8,"['savechildcare', 'paidleaveforall']",Twitter Web App,False
Louise Pascale,"Adelaide, Australia","Journalist, producer & media consultant. One half of @OutspokenWomen3. Opinions all mine.",2010-05-04 10:15:32,1577,1797,3487,True,2020-07-25 11:57:42,"Well one thing I learnt tonight. Crowd numbers at #AdelaideOval proves it’s not #covid19 keeping Crows supporters away.
#weareportadelaide","['AdelaideOval', 'covid19', 'weareportadelaide']",Twitter for iPhone,False
lellekrafts,"Nairobi, Kenya","Sun seeking, woke adventurer, spreading knowledge. I also make stuff. 😊",2018-07-02 05:47:36,39,100,2527,False,2020-07-26 02:13:05,"@earthinspace Ordinarily, but Covid-19 and you need it more. Stay safe. 

#COVID19 #WearADamnMask","['COVID19', 'WearADamnMask']",Twitter for Android,False
Open Letters,Text RESIST to 50409,"Copies of real letters delivered to the President, Congress, Governors, and State Legislators. Send 'resist' as a Direct Message to @resistbot to write yours.",2017-12-06 22:18:07,17158,3,2,True,2020-07-26 02:14:11,"🖋 Sign “Stop trump from sending his goons to Portand, Chicago, elsewhere!” and I’ll deliver a copy to your official… https://t.co/OzRsqTRuTE",,Resistbot Open Letters,False
Dennis Beasley,,"Husband, Father, Computer Programmer, Sports Fan,  Fisherman, UIUC Engr. grad, Matthew 25 pledge taker, member SPLC, NAACP, ACLU. IL14 voter, former UMC member",2009-03-24 21:54:40,217,1014,8756,False,2020-07-26 02:16:54,Illinois #COVID19 Cases and positive headed in the wrong direction. https://t.co/gllNvhobCQ,['COVID19'],TweetDeck,False
Ramachari NTR,"Dhampur, India",#cancelcompartmentexams2020 @cbseindia29 @DrRPNishank @HRDMinistry,2020-07-17 07:41:50,11,7,2060,False,2020-07-26 03:28:11,Dear sir we have only one life sir please understand students situation please sir day by day covid cases are incre… https://t.co/nlehnFhLXk,,Twitter for Android,False
Danny Nguyen,Southern California,@USFHealthMed MD'19 | General Surgery PGY-2 | Former US National Fencer | Los Angeles native | @USC Trojan grad ✌️,2018-07-26 14:47:55,171,408,1911,False,2020-07-26 03:30:17,Milestone achieved: chest tubed my first MICU COVID pt today. Alone in the room yet so many eyes watching me from t… https://t.co/hnEya7qaSK,,Twitter for iPhone,False
Gulf News Business,Dubai,News and analysis from the Gulf News business team.,2014-10-08 10:55:08,6815,428,336,False,2020-07-26 03:42:00,"#aviation

 EasyJet and #BritishAirways  told customers on Saturday they did not plan to cancel flights over the co… https://t.co/qGrlVoEVlh","['aviation', 'BritishAirways']",TweetDeck,False
eXWorld Entertainment News,,"The latest curated news on Entertainment, Movies, TV, Music, Games, Food and more.",2009-08-12 01:04:40,1331,1459,817,False,2020-07-26 03:48:57,Yelp says 60% of restaurant Covid-19 closures are permanent https://t.co/mc3nVu9Uvz #COVID19,['COVID19'],Twitter for iPad,False
East Lansing Public Library,"East Lansing, MI","The East Lansing Public Library serves the citizens of East Lansing, the students of Michigan State University and Lansing Community College.",2009-03-24 20:32:33,1487,732,632,False,2020-07-26 03:52:50,The library is looking a little different as we move forward to Phase 3 of our #reopeningplan. Staff is reconfiguri… https://t.co/kEkeTrsdjl,['reopeningplan'],Twitter Web App,False
The New Sarawak,,Your source of independent news and insights from Sarawak and beyond.,2020-03-24 08:20:43,161,0,0,False,2020-07-26 04:01:41,"Mural artist’s tribute to Sarawak frontliners goes viral

 https://t.co/D3DaE7U5lA  

 Well done, Leonard Siaw 萧艺!… https://t.co/mALhJWzml6",,IFTTT,False
Isolation Bot,,Feeling isolated? I’m here to help! 🌿 #COVID19 means we’re living in some scary times but we can get through it together. ✨ From the creator of @selfcare_bot,2020-03-22 02:56:00,160,2,0,False,2020-07-26 04:15:49,"Everybody needs something a little different. Just be in tune with yourself. 💕

#COVID19 #Coronavirus","['COVID19', 'Coronavirus']","Cheap Bots, Done Quick!",False
Fish-boy prince whose head is being eaten,Philippines,J'essaye apprendre le #français. Toutes les opinions et les erreurs ici sont les miennes seulement. (Avatar my own; header photo via Kevin Dooley on Flickr),2009-08-27 14:17:06,908,520,4937,False,2020-07-26 04:22:39,"""Teachers want to teach, not die, and we should support and protect them like the national treasures that they are.… https://t.co/j0UbfK0mqs",,Twitter for Android,False
Sasha Fennec,,"Antifascist transgender lesbian. Empress of #Antifa & Elizabeth Warren's Antifa Buddy #BlackLivesMatter #WarrenDemocrat #StandWithHK

Studies Genocide (She/Her)",2020-05-11 22:28:09,285,1466,18847,False,2020-07-26 04:23:14,"Limited testing supplies in the U.S. mean any reported numbers likely underestimate the reality of the spread.

Jul… https://t.co/OKphALzEgO",,Twitter Web App,False
RBoozer,"Austin, Texas","4 1/2 fingered funny gal, interested in politics and sports and anything that makes me laugh which is usually politics",2009-03-06 05:51:37,121,702,3712,False,2020-07-26 04:44:52,@GovAbbott I believe this is all about you. #worthless #COVID19 https://t.co/GBD0sHwHp4,"['worthless', 'COVID19']",Twitter for iPhone,False
💎💧Princess Gemma,NSW Australia,Help save our unique Aussie environment & wildlife #koalarescue #koalas #climatechange 💕 💫 Huge tennis fan. 💋#Tennis on hold until who knows when. 🎾 🇦🇺,2010-04-29 07:21:02,1465,1843,20055,False,2020-07-26 05:18:29,@vee_anrep @Bunnings Hope they asked her to leave Bunnings?😡 Its not her right to endanger other people's lives bec… https://t.co/M8TN9XtgbG,,Twitter Web App,False
AlwaysReady,,,2020-05-30 22:58:49,0,0,33,False,2020-07-26 05:31:57,@latimes where is your article condemning the protests if this virus is so deadly?  The people protesting are defin… https://t.co/WCKUCywYP2,,Twitter for Android,False
FujairahObserver,Fujairah,Fujairah Observer: Fujairah's very own community magazine since 2001 ⛰🌴🇦🇪,2012-03-03 18:18:32,1584,154,2407,False,2020-07-26 05:46:15,"Fujairah launches free COVID-19 testing centres under national campaign 
#fujairah #covid19… https://t.co/SZedOINhkh","['fujairah', 'covid19']",Twitter Web App,False
Black Lives Matter #BLM,"Not Los Angeles, Not New York ","Scourge. Nerd. Mimic. Chronic sketcher scribbler. Social Justice Senpai. Yes, I have noticed you. Epic side-eye. Comedy like a bat to the face. she/her💖",2008-08-26 05:28:55,1973,762,258679,False,2020-07-26 05:49:36,"They're not wrong 😬😬😬😬 

Americans are a disease vector (146,460 dead)

Canada don't want your #ratlicker anti-mask… https://t.co/JoJkQkc4ky",['ratlicker'],Twitter for Android,False
Nine News Queensland,"Brisbane, Australia",Queensland's nightly 6.00pm news with @Loftea and @9MelissaDownes. Simulcast on River 94.9FM.,2009-04-29 02:14:05,135037,7716,957,True,2020-07-26 06:30:04,Deputy Chief Health Officer Dr Nick Coatsworth remains confident Victoria's #COVID19 curve is set to flatten within… https://t.co/BivUHolxJL,['COVID19'],Hootsuite Inc.,False
Nico Orce,"Cape Town, South Africa","Physicist
Fundamental Nuclear Physics",2015-11-16 00:55:56,20,52,22,False,2020-07-26 06:54:43,Another day climbing down the #COVID19 pandemic curve in the Western Cape. We haven't been this low (considering th… https://t.co/Ho03ElF54n,['COVID19'],LinkedIn,False
TDGLOBALMART Pty Ltd,,TDGLOBALMART. The heartbeat of digital innovation. ..,2019-09-28 15:28:45,7,0,0,False,2020-07-26 07:04:56,Very true! #covid19 #quotes #life https://t.co/PRtpvHDnsr,"['covid19', 'quotes', 'life']",Twitter Web App,False
News of Diu,"Diu, India","News and Intelligence emerging, and related to the Union Territory of Diu | We keep you informed | We keep you connected | Disseminating voice of Diu Citizens",2017-08-05 15:05:22,970,699,630,False,2020-07-26 07:06:22,New 18 positive cases of #COVID19 reported in #Daman on Saturday. Total cases risen to 442. #DNH #Diu https://t.co/9Ca8Mm7uHM,"['COVID19', 'Daman', 'DNH', 'Diu']",Twitter Web App,False
Bankole James Dare,"Lagos, Nigeria","I am Bankole James Dare, a graduate of Computer Engineering, Am an Artist, a pro blogger, a content writer,a cinematographer, and a film editor.",2019-08-21 13:32:59,6767,6194,23397,False,2020-07-26 07:11:02,"Listen! Man forsake you but GOD will never💯 never I say.. Use your head 🙏🏽. #BBNaija 
                 #COVID19 https://t.co/qA9hODdwad","['BBNaija', 'COVID19']",Twitter for Android,False
Spandhan N,Bangalore,"Tweets about #Talent, #Sales, #EmployerBranding, #Movies, #Reading, and #Food. Hiring at @Gartner_inc. Looking for #EnterpriseSales folks. Let's speak.",2009-08-15 06:46:11,735,1199,1747,False,2020-07-26 07:18:39,"With offices physically unavailable, #cloud-based technology proved its reliability for continuing operations durin… https://t.co/SmwyD7h17O",['cloud'],Bambu by Sprout Social,False
Cassiopeia Services,London,A new-generation PR & Comms agency. Best International Investor Relations Firm 2018 @AwardsADVFN - @uniwestminster #DistinctivenessAward SME We drive innovation,2015-02-28 22:20:46,992,657,2205,False,2020-07-26 07:27:32,"Severe #obesity can increase chance of dying from #coronavirus by up to 90% new research shows, as #Britons have be… https://t.co/Nne0vk8x1j","['obesity', 'coronavirus', 'Britons']",Twitter for iPhone,False
𝗜𝗮𝗻 𝗙𝗮𝗿𝗿𝗼𝘄 😷⛷🇦🇺🦘イアン ファロー,"Melbourne, Australia","economics | taxation | public policy | snowsports (followers, followed, mentions & retweets ≠ endorsements; [neoliberal] views are my own; 五毛党 trolls corrected)",2009-02-12 03:22:49,1070,1305,25542,False,2020-07-26 07:30:33,@RohanCT The Federal Govt and Victorian Oppn have been restrained in criticising the Victorian Govt while it tries… https://t.co/B8ORAV17oQ,,Twitter for Android,False
Luis Rosales, California USA 🇺🇸,"Campaign Manager, not just for anyone. Advisor (Ground). Military Veteran. #Music #Pomona",2011-03-29 08:13:28,3831,3440,1090,False,2020-07-26 08:05:28,"July 26, 2020

#LosAngeles #NewYork #Washington #NewOrleans #Italia #China #Spain #Japan #SouthKorea #California… https://t.co/1O2H5s2COe","['LosAngeles', 'NewYork', 'Washington', 'NewOrleans', 'Italia', 'China', 'Spain', 'Japan', 'SouthKorea', 'California']",Twitter for iPad,False
"Rahul Kumar, MD, FACP","New Haven, CT","Intensivist, Nephrologist, #ClevelandClinic, #YalePCCSM, Yalie interested in public and global health, NMCian from Patna, India",2010-07-02 19:10:19,184,476,785,False,2020-07-26 08:17:54,An open letter about pathetic CVOID-19 situation in Bihar to Shri @NitishKumar @narendramodi @PMOIndia… https://t.co/6i6xIqK43x,,Twitter Web App,False
Mactul,"Toronto, Ontario","Business management degree, entrepreneur and Basic Human",2016-09-25 02:28:18,9,129,1488,False,2020-07-26 08:18:19,@newslaundry Omg This is the best video so far proving how #JournalismIsDead and how someone’s death has become a p… https://t.co/fuOQYfUFLo,['JournalismIsDead'],Twitter for iPhone,False
Lozil Noronha,"Bengaluru, India","Human, Engineer, Half Guitar Player, Tax Payer. Posted tweets are from personal perspective and don't imply any views of anyone or any organisation.",2009-02-14 01:42:20,807,1055,567,False,2020-07-26 08:36:01,The #Covid19 positive cases from my village itself are concerning....!! We are at community transmission now...! We… https://t.co/y6fiTfff1I,['Covid19'],Twitter Web App,False
🔴 StockWizard 🌐,,Full time researcher of FTSE/AIM companies and investor. Time spent wisely will bring rewards. Investing is about doing the right things at the right moment.,2017-07-16 21:44:24,1398,86,4664,False,2020-07-26 08:54:34,#ODX. Expecting news this week on a number of fronts. Time to commercialise the GOLD standard rapid POC test. India… https://t.co/ydhIsdM4bl,['ODX'],Twitter for Android,False
Anthony,U.K.,"Say it as it is, respect others opinions, we are all equal in this world, and have the right to express our own views and opinions...",2019-11-19 15:03:44,34,13,10,False,2020-07-26 08:56:18,"#coronavirus #COVIDIOTS #COVID19 
for some like the transport secretary Grant Shapps abiding by the new quarantine… https://t.co/02BBaA4xFl","['coronavirus', 'COVIDIOTS', 'COVID19']",Twitter Web App,False
Katherine,"Melbourne, Victoria","I love lots of food, Salvation Army and everything health and fitness",2013-06-25 06:15:01,400,743,306,False,2020-07-26 08:56:30,Supported a new venture by tramboat which is now a #covidtakeout #cafe during #covid19! During Covid they could not… https://t.co/C1d9IW2Qnv,"['covidtakeout', 'cafe', 'covid19']",Instagram,False
Politiko,,Blocked by PLDT-SMART. Banned  by Rappler. News they don’t want you to read.,2014-05-02 09:44:25,10379,112,11528,False,2020-07-26 08:57:59,"No more denials, threats: Hontiveros tells Duterte to own up mistakes in handling COVID pandemic… https://t.co/pMvMM3rUKo",,TweetDeck,False
DestinAsian Magazine,Asia-Pacific,"Asia's top luxury travel magazine since 2001. 
Visit our website: https://t.co/GjIEmjyCCs",2009-07-24 11:00:36,10844,1821,1724,False,2020-07-26 09:00:00,"South Korea May Set Up “Travel Bubbles” with Three Asian Countries.

If the proposal is adopted, travelers will be… https://t.co/eLwO5bXYFR",,TweetDeck,False
Billy Linehan #CrushtheCurve,Ireland,Small business adviser | mentor | @Celtar_Advisers | contrib @Irish_TechNews | @StartupBallymun @LEODublinCity | #SupportSmallBusiness #Growth #CrushtheCurve,2009-06-15 13:12:52,2280,3249,29572,False,2020-07-26 09:01:41,Evading #COVID19 regulations at historical reenactment park Puy du Fou - disappointing &amp; risky in a fab place to vi… https://t.co/fJ4zZVrsKu,['COVID19'],Twitter for Android,False
Anand Mishra,"Bengaluru, Karnataka",,2018-10-25 05:05:11,207,682,93997,False,2020-07-26 09:03:22,"#IndiaNeedsDelhiModel that was initiated and executed by @HMOIndia @AmitShah ji along with @LtGovDelhi,… https://t.co/tXdMtkdrQh",['IndiaNeedsDelhiModel'],Twitter for iPhone,False
RFI English,"Paris, France","Radio France Internationale - World news, features and sport in English broadcast daily from the French capital, #Paris",2008-12-04 15:45:52,23149,204,2717,True,2020-07-26 09:06:28,France has singled out 30 million priority citizens for #COVID19 vaccines https://t.co/ED0YQX9fCI via @RFI_En,['COVID19'],Twitter Web App,False
Neta Ji,United States of Maine Puri,"उत्तअ-पदेअस के मुहिया, साप्पदाइ छत्तिओ के बिओधी... 1)मज्जिद वही बअवाअगे 2)एअक बाअ हज्ज जऊअ जाअगे 3)पअधामत्तई बअ के दिखाअगे ALL FAKE, Nothing true",2017-09-14 14:44:30,18813,197,1260,False,2020-07-26 09:13:14,"Thread to compare the administrative prowess, effectiveness and steadfast approach of a cow-worshipping 'Mahant' in… https://t.co/cphLrvMz0Z",,Twitter for iPhone,False
